0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	125	126	0	0	0	0	0	0	0	
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	127	0	0	0	0	0	0	0	
0	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	121	122	0	128	0	0	0	0	0	0	0	
0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	129	0	0	0	0	0	0	0	
0	10	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	117	118	0	0	0	130	0	0	0	0	0	0	0	
0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	131	0	0	0	0	0	0	0	
0	12	0	0	0	0	0	0	0	0	0	70	71	72	73	74	75	76	0	0	0	0	0	0	0	0	0	114	0	0	0	134	133	132	0	0	0	0	0	0	0	
0	13	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	113	0	0	0	135	0	0	0	0	0	0	0	0	0	
0	14	15	16	0	0	0	0	0	0	0	68	0	0	0	0	0	78	0	0	0	0	0	0	0	110	111	112	0	0	0	136	0	0	0	0	0	0	0	0	0	
0	0	0	17	0	0	0	0	0	0	0	67	0	0	0	0	0	79	0	0	0	0	0	0	0	109	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	
0	0	0	18	0	0	0	0	0	0	0	66	0	0	0	0	0	80	0	0	0	0	0	0	0	108	107	106	0	140	139	138	0	0	0	0	0	160	161	162	0	
0	0	0	19	0	0	0	0	0	0	0	65	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	105	0	141	0	0	0	0	0	0	0	159	0	163	0	
0	22	21	20	0	0	0	0	0	0	0	64	63	62	0	0	0	82	0	0	0	0	0	0	0	0	0	104	0	142	0	152	153	154	155	156	157	158	0	164	0	
0	23	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	83	0	0	0	0	0	0	0	0	0	103	0	143	0	151	0	0	0	0	0	0	0	165	0	
0	24	0	0	0	32	33	34	35	36	0	0	0	60	0	0	0	84	85	86	0	0	0	0	0	0	0	102	0	144	0	150	0	0	0	174	173	172	0	166	0	
0	25	0	0	0	31	0	0	0	37	0	0	0	59	0	0	0	0	0	87	0	0	0	0	0	0	0	101	0	145	0	149	0	0	0	175	0	171	0	167	0	
0	26	27	28	29	30	0	40	39	38	0	0	0	58	0	0	0	0	0	88	0	0	0	0	0	0	0	100	0	146	147	148	0	0	0	176	0	170	169	168	0	
0	0	0	0	0	0	0	41	0	0	0	0	0	57	0	0	0	0	0	89	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	177	0	0	0	0	0	
0	0	0	0	0	0	0	42	0	0	0	54	55	56	0	0	0	0	0	90	91	92	93	94	95	96	97	98	0	0	0	206	205	204	0	178	179	180	0	0	0	
0	0	0	0	0	0	0	43	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	203	0	0	0	181	0	0	0	
0	0	0	0	0	0	0	44	0	50	51	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	209	208	0	202	201	200	0	182	183	184	0	
0	0	0	0	0	0	0	45	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	199	0	0	0	185	0	
0	0	0	0	0	0	0	46	47	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	213	214	215	216	0	198	0	188	187	186	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	197	0	189	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	227	226	0	0	0	218	0	196	0	190	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	225	0	0	0	219	0	195	0	191	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	224	223	222	221	220	0	194	193	192	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	233	234	0	244	245	246	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	243	0	247	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	242	0	248	249	250	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	241	0	0	0	251	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	239	240	0	254	253	252	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	264	265	266	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	263	0	267	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	261	262	0	268	269	270	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
