-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
1	2	3	4	-1	38	39	40	41	42	43	44	45	46	-1	56	57	58	-1	144	143	142	141	140	-1	130	129	128	127	126	125	124	125	126	-1	180	-1	174	173	172	-1	
-1	3	-1	-1	-1	37	-1	-1	-1	43	-1	-1	-1	47	-1	55	-1	59	-1	-1	-1	-1	-1	139	-1	131	-1	-1	-1	-1	-1	123	-1	127	-1	179	-1	175	-1	171	-1	
-1	4	5	6	-1	36	35	34	-1	44	45	46	-1	48	-1	54	-1	60	61	62	63	64	-1	138	-1	132	133	134	-1	120	121	122	-1	128	-1	178	177	176	-1	170	-1	
-1	-1	-1	7	-1	-1	-1	33	-1	-1	-1	47	-1	-1	-1	53	-1	-1	-1	-1	-1	65	-1	137	-1	133	-1	-1	-1	119	-1	-1	-1	129	-1	179	-1	-1	-1	169	-1	
-1	10	9	8	9	10	-1	32	31	30	-1	48	49	50	51	52	-1	78	-1	68	67	66	-1	136	135	134	-1	116	117	118	-1	136	-1	130	-1	180	181	182	-1	168	-1	
-1	11	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	77	-1	69	-1	-1	-1	137	-1	-1	-1	115	-1	-1	-1	135	-1	131	-1	-1	-1	183	-1	167	-1	
-1	12	13	14	15	16	17	18	-1	28	-1	70	71	72	73	74	75	76	-1	70	-1	140	139	138	139	140	-1	114	-1	144	-1	134	133	132	-1	186	185	184	-1	166	-1	
-1	13	-1	-1	-1	-1	-1	19	-1	27	-1	69	-1	-1	-1	-1	-1	77	-1	71	-1	-1	-1	-1	-1	-1	-1	113	-1	143	-1	135	-1	-1	-1	187	-1	-1	-1	165	-1	
-1	14	15	16	-1	74	-1	20	-1	26	-1	68	-1	0	0	0	-1	78	-1	72	73	74	75	76	-1	110	111	112	-1	142	-1	136	-1	194	-1	188	189	190	-1	164	-1	
-1	-1	-1	17	-1	73	-1	21	-1	25	-1	67	-1	0	-1	-1	-1	79	-1	-1	-1	-1	-1	77	-1	109	-1	-1	-1	141	-1	137	-1	193	-1	189	-1	-1	-1	163	-1	
-1	24	-1	18	-1	72	-1	22	23	24	-1	66	-1	0	0	0	-1	80	-1	82	81	80	79	78	-1	108	107	106	-1	140	139	138	-1	192	191	190	-1	160	161	162	-1	
-1	23	-1	19	-1	71	-1	-1	-1	-1	-1	65	-1	-1	-1	0	-1	81	-1	83	-1	-1	-1	-1	-1	109	-1	105	-1	141	-1	-1	-1	-1	-1	-1	-1	159	-1	163	-1	
-1	22	21	20	-1	70	69	68	67	66	65	64	63	62	-1	0	-1	82	-1	84	85	86	-1	112	111	110	-1	104	-1	142	-1	152	153	154	155	156	157	158	-1	164	-1	
-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	61	-1	0	-1	83	-1	-1	-1	87	-1	-1	-1	111	-1	103	-1	143	-1	151	-1	-1	-1	-1	-1	-1	-1	165	-1	
-1	24	-1	34	33	32	33	34	35	36	-1	66	-1	60	-1	0	-1	84	85	86	-1	88	-1	94	-1	112	-1	102	-1	144	-1	150	-1	208	-1	174	173	172	-1	166	-1	
-1	25	-1	-1	-1	31	-1	-1	-1	37	-1	67	-1	59	-1	0	-1	-1	-1	87	-1	89	-1	93	-1	113	-1	101	-1	145	-1	149	-1	207	-1	175	-1	171	-1	167	-1	
-1	26	27	28	29	30	-1	40	39	38	-1	68	-1	58	-1	0	0	0	-1	88	-1	90	91	92	-1	114	-1	100	-1	146	147	148	-1	206	-1	176	-1	170	169	168	-1	
-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	57	-1	0	-1	-1	-1	89	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	-1	205	-1	177	-1	-1	-1	-1	-1	
-1	0	0	0	0	0	-1	42	-1	56	55	54	55	56	-1	0	0	0	-1	90	91	92	93	94	95	96	97	98	-1	212	-1	206	205	204	-1	178	179	180	-1	186	-1	
-1	0	-1	-1	-1	0	-1	43	-1	-1	-1	53	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	-1	207	-1	203	-1	-1	-1	181	-1	185	-1	
-1	0	0	0	-1	0	-1	44	-1	50	51	52	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	210	209	208	-1	202	201	200	-1	182	183	184	-1	
-1	-1	-1	-1	-1	0	-1	45	-1	49	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	211	-1	-1	-1	-1	-1	199	-1	-1	-1	185	-1	
-1	0	0	0	0	0	-1	46	47	48	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	212	213	214	215	216	-1	198	-1	188	187	186	-1	
